,contagem
CONTATO,217.0
EXPLICA,215.0
ESCOLAS,212.0
PACIENTE,210.0
MUNICIPAL,210.0
UNIDADES,209.0
OMS,209.0
IMPORTANTE,208.0
EXEMPLO,208.0
ALGUMAS,202.0
VACINACAO,202.0
ALTA,200.0
INFECCAO,198.0
INSTITUTO,198.0
MUITAS,197.0
GRIPE,196.0
VACINAS,196.0
MEDICA,195.0
NUM,194.0
POLICIA,192.0
APESAR,192.0
INFORMOU,191.0
ORGANIZACAO,191.0
TRANSMISSAO,188.0
MORTE,188.0
FOTO,188.0
EX,188.0
ULTIMA,185.0
MELHOR,184.0
GRAVE,183.0
SUL,183.0
VIGILANCIA,182.0
UNIDADE,182.0
CHINA,182.0
VIDEO,181.0
LINE,181.0
MENTAL,181.0
EMPRESAS,179.0
ESTADUAL,179.0
MUITOS,178.0
SEMANAS,177.0
FILHO,177.0
FASE,176.0
GOVERNADOR,176.0
VER,175.0
EQUIPE,174.0
MUNDIAL,174.0
CRISE,173.0
PROCESSO,172.0
ACESSO,172.0
PREVENCAO,170.0
SERVICOS,170.0
CIENTISTAS,169.0
CONTROLE,168.0
DOR,168.0
MUNICIPIO,168.0
COMBATE,166.0
PROJETO,166.0
AUTORIDADES,165.0
PROBLEMAS,165.0
MEDIDA,163.0
MEDIA,163.0
TOTAL,162.0
PRECISO,162.0
QUEDA,161.0
EDUCACAO,161.0
MANTER,160.0
NUNCA,160.0
RUA,159.0
ESTUDOS,158.0
NUMEROS,158.0
NOITE,157.0
BRASILEIRA,154.0
JUSTICA,154.0
REGRAS,153.0
INFLUENZA,152.0
VEJA,152.0
CRIVELLA,152.0
ESCOLA,152.0
DISTANCIAMENTO,152.0
AGUA,152.0
NADA,151.0
FRENTE,151.0
PREFEITO,151.0
NUMA,151.0
GRUPOS,151.0
DEPRESSAO,151.0
ATENCAO,151.0
FATO,150.0
EMPRESA,149.0
DIRETOR,149.0
AJUDA,148.0
UNIDOS,148.0
SECRETARIO,147.0
TESTE,147.0
MOSTRA,147.0
TEXTO,146.0
PASSOU,145.0
MAE,145.0
CAPITAL,145.0
CORPO,144.0
CAPACIDADE,144.0
INFORMACAO,143.0
MOBI,143.0
ZIKA,142.0
TANTO,142.0
MEDO,142.0
MOSQUITO,141.0
PROBLEMA,141.0
SOCIEDADE,140.0
LADO,140.0
ENTREVISTA,140.0
ANSIEDADE,140.0
POLITICA,140.0
HEIGHT,139.0
ALUNOS,139.0
AJUDAR,139.0
ALERTA,138.0
EUA,138.0
ESTOU,137.0
DOMINGO,137.0
WITZEL,137.0
SERIE,137.0
DIFERENTES,137.0
LEI,135.0
TAXA,134.0
TIVERAM,134.0
AGENTES,134.0
TAO,134.0
HORA,134.0
PODER,134.0
PLANO,133.0
VOLTAR,132.0
ACOES,132.0
IR,132.0
UFRJ,131.0
HOMEM,131.0
CONTAGIO,130.0
SIM,130.0
LOCAIS,130.0
EMERGENCIA,130.0
TENHO,130.0
GRAVES,129.0
PUBLICOS,129.0
AEDES,128.0
CANCER,128.0
ALGUM,128.0
SABER,128.0
BRASILIA,128.0
ACAO,127.0
EFEITOS,127.0
PROGRAMA,126.0
SAIR,126.0
IMPRENSA,126.0
POSITIVO,126.0
EMBORA,126.0
FUNCIONARIOS,126.0
CONFIRMADOS,125.0
FINAL,125.0
FAMILY,125.0
DIAGNOSTICO,125.0
REABERTURA,124.0
BRASILEIROS,124.0
AGENCIA,124.0
SERIF,123.0
JAIR,123.0
MUITA,123.0
DIREITOS,122.0
RECEBER,122.0
ZONA,122.0
RETOMADA,122.0
AMBIENTE,121.0
CIENCIA,121.0
PRINCIPAL,119.0
CUIDADOS,119.0
SARS,119.0
ENTRADA,119.0
BOLETIM,118.0
APOIO,118.0
EXISTE,118.0
AMERICA,118.0
EPIDEMIA,118.0
TEXT,118.0
AREAS,118.0
FUI,118.0
MEDICINA,117.0
DOSES,117.0
RESULTADO,117.0
LUGAR,116.0
RETORNO,116.0
COISA,115.0
PASTA,115.0
ALGO,114.0
USAR,114.0
REGISTROU,113.0
PRODUCAO,113.0
PRECISAM,112.0
INVESTIGACAO,112.0
DIFICIL,112.0
HISTORIA,112.0
ALGUMA,112.0
VITIMAS,111.0
IMUNIZACAO,111.0
BRASILEIRO,111.0
FUNDACAO,111.0
BASE,110.0
REGIOES,110.0
PROPRIA,110.0
BAIRROS,110.0
EXAMES,109.0
DINHEIRO,109.0
EQUIPAMENTOS,109.0
UTI,108.0
ALCOOL,108.0
ENSINO,108.0
MUDANCA,108.0
RESPOSTA,108.0
FILHOS,108.0
INFECTADOS,108.0
ALIGN,107.0
DOCUMENTO,107.0
COLOR,107.0
AIPSTYLE,107.0
VALOR,107.0
SUSPENSAO,106.0
RESPONSAVEL,106.0
PAI,106.0
NECESSIDADE,105.0
PESQUISADORES,105.0
QUESTAO,105.0
AGLOMERACAO,105.0
CIDADES,105.0
MUNICIPIOS,104.0
LEVAR,104.0
N,104.0
TV,104.0
AEGYPTI,103.0
SANS,103.0
MENOR,103.0
ENTRAR,103.0
HELVETICA,103.0
ARIAL,103.0
DECRETO,103.0
CRIANCA,103.0
ROTINA,102.0
PROTOCOLOS,102.0
RISCOS,102.0
QUADRO,102.0
LONGO,102.0
PROFISSIONAL,102.0
CHEGAR,101.0
REDUCAO,101.0
DIZEM,101.0
PROFESSOR,101.0
MAL,101.0
CONDICOES,101.0
HUMANOS,101.0
PRAIAS,101.0
EPOCA,101.0
LABORATORIO,101.0
INFECCOES,101.0
MOVIMENTO,100.0
POLICIAIS,100.0
REGISTRADOS,100.0
DESK,100.0
MORADORES,100.0
VEICULOS,99.0
PRINCIPAIS,99.0
PROPRIO,99.0
ESPACO,99.0
PUBLICACAO,99.0
SANITARIA,98.0
EFICACIA,98.0
DEFESA,98.0
OFICIAL,97.0
SANTOS,97.0
ULTIMAS,97.0
VIOLENCIA,97.0
AMIGOS,97.0
EXAME,97.0
IMPACTO,96.0
COMUM,96.0
SETOR,96.0
LEVANTAMENTO,96.0
TWITTER,96.0
MAOS,96.0
INDIGENAS,96.0
POS,96.0
MANHA,95.0
PARQUE,95.0
MAIORES,95.0
CHEFE,95.0
JOVENS,95.0
CONSELHO,95.0
EVENTO,95.0
ESPECIAL,94.0
TRANSTORNOS,94.0
RJ,94.0
OBJETIVO,94.0
FAZENDO,94.0
CIVIL,94.0
REGISTRO,94.0
PARCERIA,94.0
MENSAGENS,94.0
CAMPO,93.0
VARIAS,93.0
FIOCRUZ,93.0
LATINA,93.0
SANTA,93.0
BARES,92.0
ECONOMIA,92.0
SITE,92.0
TRIBUNAL,92.0
EDUARDO,92.0
CLARO,92.0
FUTURO,91.0
SAIBA,91.0
THE,91.0
OXFORD,91.0
PREOCUPACAO,91.0
GRANDES,91.0
MINUTOS,91.0
MANEIRA,90.0
SEGUIR,90.0
QUANTIDADE,90.0
SINDROME,90.0
NOME,90.0
IDEIA,90.0
COV,90.0
CENARIO,90.0
REALIZADO,90.0
PNEUMONIA,90.0
HOMENS,89.0
CONTAMINACAO,89.0
MIM,89.0
PODEMOS,89.0
VOLUNTARIOS,88.0
ASSOCIACAO,88.0
PRAZO,88.0
REPORTAGEM,88.0
COLETIVA,88.0
PEDIDO,88.0
PRATICA,88.0
LIVRO,87.0
ENTENDA,87.0
SIZE,87.0
RESULTADOS,87.0
FILHA,87.0
PASSADA,87.0
NENHUMA,87.0
MORTOS,86.0
ASTRAZENECA,86.0
ANTERIOR,86.0
TRANSPORTE,86.0
CABECA,86.0
ALIMENTOS,86.0
PREVISAO,86.0
DIVULGADO,86.0
PONTO,86.0
TRABALHAR,85.0
METADE,85.0
ACHO,85.0
MERCADO,85.0
ESPECIALISTA,85.0
DISPLAY,85.0
ANALISE,85.0
TRABALHADORES,85.0
IMAGEM,85.0
GESTAO,85.0
FUNCIONAMENTO,85.0
VITIMA,85.0
JOAO,85.0
IMUNIDADE,85.0
INCLUINDO,85.0
RESPIRATORIA,84.0
CONTINUA,84.0
COISAS,84.0
PROCEDIMENTO,84.0
PROFESSORES,84.0
DELAS,84.0
DEMAIS,83.0
VOU,83.0
FORCA,83.0
MEUS,83.0
INTERNACIONAL,82.0
TOMAR,82.0
DATA,82.0
DIRECAO,82.0
INTERNET,82.0
TOSSE,82.0
WILSON,82.0
PAPEL,82.0
IDOSOS,82.0
PRESENCIAIS,82.0
EVENTOS,82.0
PROXIMOS,82.0
SURTO,81.0
CAMARA,81.0
IDADE,81.0
NOTICIAS,81.0
CONTER,81.0
ALTO,81.0
RECURSOS,81.0
SOU,81.0
PUBLICADO,81.0
INCIDENCIA,81.0
PEDRO,80.0
ORIENTACAO,80.0
ATRAS,80.0
VISTA,80.0
IMAGENS,80.0
NITEROI,80.0
PAZUELLO,80.0
TRUMP,79.0
AGLOMERACOES,79.0
DESENVOLVIMENTO,79.0
OPERACAO,79.0
MATERIAL,79.0
S,79.0
HABITANTES,79.0
MENTAIS,79.0
UNIAO,79.0
RELATORIO,78.0
VARIOS,78.0
BUSCA,78.0
RECEBEU,78.0
MARIA,78.0
RAZAO,78.0
FORTE,78.0
YORK,78.0
COMUNICADO,78.0
TECNOLOGIA,78.0
DISTANCIA,78.0
CONTRATO,78.0
C,77.0
DIFERENTE,77.0
SUS,77.0
ABERTURA,77.0
ANVISA,77.0
FAZEM,77.0
AVALIACAO,77.0
APRESENTAR,77.0
MARCELO,77.0
DESTACA,76.0
BARRA,76.0
CONTRATOS,76.0
LISTA,76.0
REVISTA,76.0
SENTIDO,76.0
COMITE,76.0
PARANA,76.0
GEL,76.0
CRUZ,75.0
CENTROS,75.0
EQUIPES,75.0
MUSICA,75.0
RESTAURANTES,75.0
VERDADE,75.0
VOLTOU,75.0
BAIXA,75.0
PUBLICAS,75.0
EFEITO,74.0
INFECTOLOGISTA,74.0
CRIME,74.0
ON,74.0
FUNDAMENTAL,74.0
FILME,74.0
MEDICAMENTOS,74.0
TERA,74.0
FECHADOS,74.0
RUAS,74.0
MORREU,74.0
ONTEM,74.0
NORMAL,73.0
PRECISAMOS,73.0
DEPARTAMENTO,73.0
RENDA,73.0
LEFT,73.0
TEMPOS,73.0
CHIKUNGUNYA,73.0
PROVAVEIS,73.0
DECLARACAO,72.0
DISSEMINACAO,72.0
PARTIDO,72.0
PROFESSORA,72.0
PLANOS,72.0
LIVRE,72.0
ESPERA,72.0
ATENDER,72.0
FAMILIAS,71.0
PESSOAL,71.0
FATORES,71.0
HORARIO,71.0
AMERICANA,71.0
INTERNADO,71.0
PSICOLOGIA,71.0
IDENTIFICAR,71.0
ESTABELECIMENTOS,71.0
REACAO,71.0
ADULTOS,71.0
FAMILIARES,71.0
PRESSAO,70.0
AMARELA,70.0
COMECAR,70.0
ADOLESCENTES,70.0
PAGAMENTO,70.0
CINEMA,70.0
ESPACOS,70.0
CONFIRA,70.0
PARECE,70.0
DESENVOLVER,69.0
PESQUISAS,69.0
NIVEL,69.0
FERNANDO,69.0
BUSCAR,69.0
PRIMEIROS,69.0
COMPLETA,69.0
REDUZIR,69.0
ALVO,69.0
AQUELES,69.0
VIAGEM,69.0
PSIQUIATRA,68.0
COMECA,68.0
SANITARIAS,68.0
GARANTIR,68.0
PODERA,68.0
TEMA,68.0
EXISTEM,68.0
DIREITO,68.0
ESCREVEU,68.0
CEREBRO,68.0
EXPERIENCIA,68.0
LIDAR,68.0
ORGAO,68.0
ONDA,67.0
PASSA,67.0
FISCALIZACAO,67.0
LINHA,67.0
CUIDADO,67.0
COMUNIDADE,67.0
IMPORTANCIA,67.0
PRESENCA,67.0
DESSES,67.0
TRATA,67.0
INDICA,67.0
AVANCO,67.0
INSTITUICAO,67.0
RECENTE,67.0
FUTEBOL,67.0
ANTICORPOS,67.0
ACONTECE,67.0
PORTA,66.0
TEATRO,66.0
JORNAL,66.0
ENTENDER,66.0
AMOR,66.0
POSTOS,66.0
JARDIM,66.0
POVOS,66.0
CORACAO,66.0
VIDAS,66.0
COMPRA,66.0
REFERENCIA,66.0
CARRO,65.0
PIOR,65.0
HEMORRAGICA,65.0
ALGUEM,65.0
REGISTROS,65.0
LUGARES,65.0
SARAMPO,65.0
DIRETORA,65.0
TIVE,65.0
ORIENTACOES,65.0
TEMPERATURA,65.0
LUIZ,65.0
ISOLADOS,64.0
TECNICA,64.0
PERDA,64.0
MORRERAM,64.0
MINAS,64.0
TRATAR,64.0
TENDENCIA,64.0
VALE,64.0
CASAS,64.0
REPUBLICA,64.0
GLOBAL,64.0
JOSE,64.0
CARGO,64.0
CAUSAR,64.0
DIFERENCA,64.0
FISICA,63.0
COMPRAR,63.0
OESTE,63.0
ESTRATEGIA,63.0
NOSSOS,63.0
CONSULTA,63.0
CARLOS,63.0
SP,63.0
ACOMPANHAMENTO,63.0
CHEGA,63.0
BAIXO,63.0
COMPARACAO,63.0
POUCOS,63.0
MOTIVO,63.0
REINO,63.0
LEVA,63.0
RECEBERAM,63.0
FUNDO,62.0
CLIENTES,62.0
INSTITUICOES,62.0
INICIATIVA,62.0
POLITICAS,62.0
PRODUTOS,62.0
ASSUNTO,62.0
COMPORTAMENTO,62.0
ARTIGO,62.0
ABERTO,62.0
PRESO,62.0
SEGUINTE,62.0
REALIZAR,62.0
INTERINO,62.0
PODERAO,62.0
ANTERIORES,62.0
TELEFONE,61.0
MORTALIDADE,61.0
CONSEGUIU,61.0
INSTAGRAM,61.0
ADVOGADO,61.0
VIA,61.0
REALIZACAO,61.0
B,61.0
D,61.0
SINAIS,61.0
SEI,61.0
UNICO,61.0
FECHADO,61.0
EVIDENCIAS,61.0
DIFICULDADE,61.0
CLINICA,61.0
PRESOS,61.0
REUNIAO,61.0
COMUNS,61.0
PROXIMA,61.0
DEIXOU,61.0
ATUALMENTE,61.0
CLINICOS,61.0
RESSALTA,61.0
CIENTIFICA,61.0
APLICATIVO,61.0
PREVE,61.0
USUARIOS,60.0
COMERCIO,60.0
REALIDADE,60.0
CIRCULACAO,60.0
REABRIR,60.0
CRESCIMENTO,60.0
TENHAM,60.0
EUROPA,60.0
ROBERTO,59.0
JOVEM,59.0
CONSEGUIR,59.0
LEMBRA,59.0
LEGENDA,59.0
MUNICIPAIS,59.0
COSTA,59.0
GERAIS,59.0
COMISSAO,59.0
DOM,59.0
ASSESSORIA,59.0
CAMINHO,59.0
UNIDO,59.0
MAMA,59.0
LOS,59.0
LUTA,59.0
RECOMENDACOES,59.0
MUDANCAS,59.0
COMECO,59.0
DIVERSOS,58.0
MILHARES,58.0
LIDER,58.0
PROPOSTA,58.0
ESTRESSE,58.0
REMEDIOS,58.0
TIJUCA,58.0
CLINICAS,58.0
AND,58.0
CHAMADA,57.0
COMUNICACAO,57.0
ABRIR,57.0
QUESTOES,57.0
FOCO,57.0
INTERNACAO,57.0
NOTIFICADOS,57.0
MOMENTOS,57.0
PORTARIA,57.0
ESPECIALMENTE,57.0
MUDAR,57.0
MAO,57.0
ECONOMICA,57.0
ESPERAR,57.0
SUPERIOR,57.0
MATO,57.0
EPIDEMIOLOGICO,57.0
QUALIDADE,57.0
CARIOCA,57.0
PROTEGER,57.0
DEIXA,57.0
ARTE,57.0
FUNCAO,57.0
CONTRARIO,57.0
SILVA,56.0
MODELO,56.0
BANCO,56.0
RESPEITO,56.0
VIRTUAL,56.0
COMBATER,56.0
ORGAOS,56.0
PRISAO,56.0
TORNOU,56.0
QUEIROZ,56.0
SUCESSO,56.0
GOVERNOS,56.0
NOSSAS,56.0
FLEXIBILIZACAO,56.0
REAL,56.0
CHAMADO,56.0
INDIGENA,56.0
CONTINUAR,56.0
SUSPEITA,56.0
REALMENTE,56.0
FICAM,55.0
PASSAGEIROS,55.0
EDMAR,55.0
CONHECIDO,55.0
ENERGIA,55.0
DIARIO,55.0
IABAS,55.0
WHATSAPP,55.0
DECORRENCIA,55.0
RECOMENDACAO,55.0
RESPONSABILIDADE,55.0
METRO,55.0
VE,55.0
EMERGENCIAL,55.0
MENINA,55.0
PARTICULARES,55.0
AMERICANO,55.0
TRAZ,55.0
OBRIGATORIO,55.0
SERVIDORES,55.0
MESAS,54.0
SEXUAL,54.0
MARIDO,54.0
SANGUE,54.0
VIVO,54.0
INDIOS,54.0
RECEITA,54.0
DISPONIVEIS,54.0
CHICUNGUNHA,54.0
BASTANTE,54.0
DESAFIO,54.0
SALA,54.0
CALIFORNIA,54.0
POSSA,54.0
HISTORICO,54.0
DISPONIVEL,54.0
AFIRMAM,54.0
POSSAM,53.0
CONFINAMENTO,53.0
BAHIA,53.0
GUERRA,53.0
TIPOS,53.0
MATA,53.0
ATIVIDADE,53.0
SERIAM,53.0
MENORES,53.0
ADMINISTRACAO,53.0
WEIGHT,53.0
ITALIA,53.0
PRESENTE,53.0
STF,53.0
DEVERIA,53.0
PROVAVELMENTE,53.0
OLIVEIRA,53.0
RESTRICOES,52.0
CONSIDERADO,52.0
BAIRRO,52.0
MOSTROU,52.0
COPACABANA,52.0
HIGIENE,52.0
GROSSO,52.0
SIMPLES,52.0
TERCEIRA,52.0
PESQUISADOR,52.0
INDICE,52.0
SABIA,51.0
ELEICOES,51.0
FORCAS,51.0
RESPONSAVEIS,51.0
COBERTURA,51.0
TRANSTORNO,51.0
COMPARTILHADA,51.0
ARTICLE,51.0
FLUMINENSE,51.0
PRIVADA,51.0
MOVEL,51.0
IMUNIZANTE,51.0
FESTA,51.0
WIDTH,51.0
BLOCK,51.0
SOL,51.0
REMEDIO,51.0
VOZ,51.0
T,51.0
PRAIA,51.0
DISSERAM,50.0
FILA,50.0
DEPUTADO,50.0
BOCA,50.0
VIU,50.0
ACONTECER,50.0
INTERIOR,50.0
AUXILIO,50.0
CONGRESSO,50.0
SAB,50.0
FOTOS,50.0
DEPOIMENTO,50.0
FOCOS,50.0
COLOCAR,50.0
TEREM,50.0
DEMANDA,50.0
MOSTRAM,50.0
SALAS,49.0
CIENTIFICO,49.0
PARTICIPACAO,49.0
HAVER,49.0
EXECUTIVO,49.0
FIQUEI,49.0
CELULAS,49.0
PALACIO,49.0
SITUACOES,49.0
VENDA,49.0
PICO,49.0
UNICA,49.0
ACOMPANHA,49.0
DIVERSAS,49.0
OCASIAO,49.0
CONTAS,49.0
CRITICA,49.0
PUBLICADA,49.0
AUTORES,49.0
ANIMAIS,49.0
DESSAS,49.0
OBITO,49.0
DOENTES,49.0
DOCUMENTOS,49.0
MEIA,49.0
MILITAR,49.0
SUICIDIO,49.0
VISITANTES,49.0
VIRAL,49.0
DECADAS,49.0
PROCURA,49.0
FECHADAS,49.0
PROCURAR,49.0
PREVENIR,49.0
DEBATE,49.0
BANHO,48.0
NOVAMENTE,48.0
SAIDA,48.0
MOSTRAR,48.0
MAXIMO,48.0
QUARTO,48.0
CAUSADA,48.0
FERREIRA,48.0
QUERIA,48.0
CONTOU,48.0
OCORRER,48.0
LIMPEZA,48.0
BEBE,48.0
GUARDA,48.0
IMPEDIR,48.0
GRAVIDADE,48.0
PERTO,48.0
REINFECCAO,48.0
CONTRIBUINTE,48.0
JOGO,48.0
REPRESENTA,48.0
EDICAO,48.0
MORRER,48.0
TERRITORIO,48.0
DEPUTADA,47.0
CONFIRMOU,47.0
PARTO,47.0
JOGOS,47.0
DF,47.0
EMPRESARIO,47.0
LEVE,47.0
RECENTEMENTE,47.0
ATLETAS,47.0
II,47.0
COLEGIO,47.0
FECHAMENTO,47.0
NORMAS,47.0
PANICO,47.0
INFANTIL,47.0
VILA,47.0
MP,47.0
CLINICO,47.0
TERAPIA,47.0
SABEMOS,47.0
IDEAL,47.0
CONTINUAM,47.0
LEBLON,47.0
TRABALHANDO,47.0
CULTURA,47.0
FACA,47.0
VEIO,47.0
PRIMEIRAS,47.0
DEFENDE,47.0
AUTORIZACAO,46.0
RESPIRATORIOS,46.0
CAIU,46.0
SEGURA,46.0
CUSTO,46.0
CINEMAS,46.0
POSSIVEIS,46.0
EPIDEMIOLOGICA,46.0
VAGAS,46.0
CENTRAL,46.0
PROCEDIMENTOS,46.0
PROPAGACAO,46.0
REGISTRA,46.0
CEDO,46.0
INFORMA,46.0
DOSE,46.0
FUNCIONAR,46.0
FRANCA,46.0
ABORTO,46.0
FIZERAM,46.0
DISTRITO,46.0
CRIAR,46.0
TERCEIRO,46.0
FACULDADE,46.0
FLAMENGO,46.0
FRANCISCO,46.0
TROCA,46.0
OCORRE,46.0
ESTADUAIS,46.0
FIZ,46.0
PRESENCIAL,46.0
PELE,46.0
NORMALMENTE,46.0
MANTEM,45.0
OF,45.0
WASHINGTON,45.0
PEDE,45.0
ELEITORAL,45.0
POLITICO,45.0
VIVE,45.0
HUMANO,45.0
INFECTADAS,45.0
PERMITE,45.0
MILITARES,45.0
CARGA,45.0
NOTIFICACOES,45.0
FACEBOOK,45.0
ESQUEMA,45.0
CAXIAS,45.0
PARQUES,45.0
JOGADORES,45.0
COMECARAM,45.0
DONA,45.0
GUARDIOES,45.0
RODRIGO,45.0
DEUS,45.0
USA,45.0
CHANCES,45.0
CIRCULAM,45.0
COMPLICACOES,45.0
M,45.0
ROSTO,45.0
PODERIAM,45.0
OBRA,45.0
VICE,45.0
ESTIVER,45.0
SOFREU,44.0
SIGNIFICA,44.0
COLEGAS,44.0
QUADROS,44.0
NATURAL,44.0
CURSO,44.0
NARIZ,44.0
NOTICIA,44.0
MUDOU,44.0
APLICACAO,44.0
PARECER,44.0
INDIVIDUAL,44.0
CONCLUSAO,44.0
TERAO,44.0
AUMENTAR,44.0
CULTURAL,44.0
POTENCIAL,44.0
PARTICULAS,44.0
ALERTAM,44.0
AGUDA,44.0
FATOR,44.0
FICARAM,44.0
DISCURSO,44.0
CONSEQUENCIAS,44.0
ORDEM,44.0
SHOW,44.0
ESCOLHA,44.0
CONHECIMENTO,44.0
SENSACAO,44.0
ATENDIMENTOS,44.0
CEARA,44.0
CONSORCIO,44.0
QUERO,44.0
OBRAS,44.0
RACISMO,44.0
ENTIDADE,44.0
INICIAL,44.0
MOSQUITOS,43.0
CONSUMO,43.0
ESPERANCA,43.0
TERRA,43.0
AUMENTA,43.0
FEITOS,43.0
DUVIDAS,43.0
DENUNCIA,43.0
MEDICAS,43.0
DORES,43.0
PORTANTO,43.0
PARTICULAR,43.0
INVESTIGACOES,43.0
HELENA,43.0
RAPIDO,43.0
PRECISOU,43.0
CHAMA,43.0
AGENTE,43.0
ESTRUTURA,43.0
PRODUTO,43.0
HAVIAM,43.0
EXPOSICAO,43.0
ALIMENTACAO,43.0
PRIORIDADE,43.0
ANTONIO,43.0
OPCAO,43.0
AMBIENTES,43.0
OPAS,43.0
INSS,43.0
LIVE,43.0
LEGAL,43.0
AREIA,43.0
PLATAFORMA,42.0
AMAZONIA,42.0
CONVERSA,42.0
PEGAR,42.0
MEDIO,42.0
ANA,42.0
NESSES,42.0
ATRIZ,42.0
MATOU,42.0
RUSSIA,42.0
LUZ,42.0
META,42.0
TRABALHA,42.0
CERTEZA,42.0
FINANCEIRA,42.0
OCUPACAO,42.0
QUEREM,42.0
COORDENADOR,42.0
PESQUISADORA,42.0
SENTE,42.0
PRECO,42.0
NECESSARIOS,42.0
ESTEJA,42.0
CRIACAO,42.0
PE,42.0
APRESENTA,42.0
BUTANTAN,42.0
DECIDIU,42.0
ALI,42.0
VACINAR,42.0
DIZENDO,42.0
CHINESA,41.0
SURTOS,41.0
AVALIAR,41.0
REVELOU,41.0
AMEACA,41.0
EFICAZ,41.0
CARREIRA,41.0
AMBOS,41.0
GOTICULAS,41.0
FORMADO,41.0
CREDITO,41.0
US,41.0
PESO,41.0
CENTENAS,41.0
MG,41.0
ACOMPANHAR,41.0
AVALIA,41.0
PSICOLOGA,41.0
RELATOS,41.0
PROTOCOLO,41.0
MINISTROS,41.0
SUFICIENTE,41.0
VERSAO,41.0
DETALHES,41.0
TORNAR,41.0
PAGAR,41.0
VIDEOS,41.0
CRIADOUROS,41.0
ESTABELECIMENTO,40.0
CIENTISTA,40.0
SIGA,40.0
SECULO,40.0
CUMPRIMENTO,40.0
HAJA,40.0
GASTOS,40.0
ENTREGA,40.0
DIABETES,40.0
RELACOES,40.0
EXTRA,40.0
RESPONDEU,40.0
ESSENCIAIS,40.0
INVESTIMENTO,40.0
FOGO,40.0
PAULISTA,40.0
GENERAL,40.0
LEVES,40.0
BELO,40.0
SUPREMO,40.0
LHE,40.0
FRANGO,40.0
ATO,40.0
MAR,40.0
TALVEZ,40.0
MAIA,40.0
ATUACAO,40.0
POLICIAL,40.0
IN,40.0
AMOSTRAS,40.0
URGENCIA,40.0
PREVISTO,40.0
FALANDO,40.0
INFECTADO,40.0
MARCOS,40.0
CERTO,39.0
SAIU,39.0
CASAL,39.0
DORIA,39.0
POSSUI,39.0
PORTAS,39.0
LIVROS,39.0
INTEIRO,39.0
NEGRO,39.0
DIGITAL,39.0
PEQUENA,39.0
SEGURO,39.0
NAQUELE,39.0
BEBIDAS,39.0
BOTAFOGO,39.0
REGISTRADO,39.0
BASICA,39.0
ONIBUS,39.0
MARIO,39.0
MULTA,39.0
PASSARAM,39.0
TRANSITO,39.0
PARTICIPANTES,39.0
GUIA,39.0
DADO,39.0
ENFRENTAR,39.0
DIAGNOSTICADO,39.0
NECESSARIAS,39.0
ESPECIE,39.0
TIRAR,39.0
CEM,39.0
CAPAZ,39.0
TECNICOS,39.0
INICIALMENTE,39.0
REGRA,39.0
SAI,39.0
APROVACAO,39.0
PROJETOS,39.0
AUMENTOU,39.0
OUVIR,39.0
