,contagem
STF,78.0
BRASILEIRO,78.0
POLICIAIS,78.0
FUI,78.0
EMBORA,77.0
VOLTAR,77.0
MENSAGENS,77.0
PROGRAMA,77.0
PRODUCAO,77.0
HUMANOS,77.0
ENTRADA,76.0
EFICACIA,76.0
POSITIVO,76.0
UTI,76.0
PASTA,75.0
MAIORES,75.0
DIREITOS,75.0
MERCADO,75.0
FUNCIONARIOS,75.0
VARIAS,75.0
EXISTE,75.0
TOSSE,75.0
VALOR,75.0
MAE,75.0
WITZEL,75.0
OBJETIVO,74.0
AMBIENTE,74.0
DIREITO,74.0
TECNICA,74.0
BASE,74.0
REDUCAO,74.0
PARQUE,74.0
PREVISAO,73.0
INFECTADOS,73.0
VISTA,73.0
RESPONSAVEL,73.0
CABECA,73.0
HOMENS,73.0
PORTARIA,73.0
AGENTES,73.0
CIDADES,72.0
HISTORIA,72.0
LONGO,72.0
BARES,72.0
SANITARIA,71.0
PRAZO,71.0
ALCOOL,71.0
THE,71.0
GRAVES,71.0
DIZEM,71.0
MENTAIS,71.0
VITIMAS,71.0
CLARO,71.0
LINE,71.0
PUBLICACAO,71.0
RESULTADO,71.0
BRASILEIROS,70.0
ALGUMA,70.0
ESPECIAL,70.0
NECESSIDADE,70.0
AMARELA,70.0
APOIO,70.0
NOME,69.0
MEDICINA,69.0
LABORATORIO,69.0
DESENVOLVIMENTO,69.0
QUANTIDADE,69.0
MANHA,69.0
ESPACO,69.0
PAZUELLO,69.0
VOLUNTARIOS,69.0
COMUM,69.0
DESK,68.0
EDUCACAO,68.0
OXFORD,68.0
CENARIO,68.0
QUADRO,68.0
DECRETO,67.0
DIRECAO,67.0
CRIANCA,67.0
FIOCRUZ,67.0
MENOR,67.0
AGLOMERACOES,67.0
FILHOS,67.0
PROPRIO,67.0
DEFESA,66.0
ANALISE,66.0
DOCUMENTO,66.0
FAZENDO,66.0
PROTOCOLOS,66.0
MOVIMENTO,66.0
COLETIVA,66.0
DIFICIL,65.0
OFICIAL,65.0
TV,65.0
EVENTO,65.0
ECONOMIA,65.0
DECLARACAO,64.0
REVISTA,64.0
TOMAR,64.0
MARCELO,64.0
EPOCA,64.0
MANEIRA,64.0
IDOSOS,64.0
REPORTAGEM,64.0
REGISTROU,64.0
SOU,64.0
RISCOS,64.0
SANTOS,64.0
SUS,63.0
PROPRIA,63.0
ESPERA,63.0
GRANDES,63.0
ANTICORPOS,63.0
MAOS,63.0
DEPRESSAO,63.0
FUNDACAO,63.0
PRINCIPAIS,63.0
LUIZ,63.0
ALTO,63.0
ALUNOS,63.0
MOBI,63.0
M,63.0
S,63.0
PEDIDO,63.0
MUNICIPIOS,63.0
IMAGENS,63.0
DELAS,62.0
INFECCOES,62.0
REGIOES,62.0
COISA,62.0
PUBLICADO,62.0
MEDICAMENTOS,62.0
SITE,62.0
AGENCIAS,62.0
VOU,62.0
CHEFE,62.0
PREOCUPACAO,62.0
INTERNET,62.0
PROFESSOR,62.0
ENTENDA,62.0
ATLETAS,61.0
INDICA,61.0
ANTERIOR,61.0
CUIDADOS,61.0
RELATORIO,61.0
PROFISSIONAL,61.0
DISSEMINACAO,61.0
RECEBEU,61.0
SAIBA,61.0
REALIZACAO,61.0
ENTRAR,61.0
CHEGAR,61.0
DESTACA,61.0
TRABALHAR,60.0
PAPEL,60.0
DISPLAY,60.0
ASSOCIACAO,60.0
SUSPENSAO,60.0
NENHUMA,60.0
DISTANCIA,60.0
EXAMES,60.0
SUPERIOR,60.0
FAZEM,60.0
CONTER,60.0
RESPIRATORIA,60.0
INTERNACIONAL,59.0
CONSULTA,59.0
CONTINUA,59.0
FORCA,59.0
ESTABELECIMENTOS,59.0
UNIAO,59.0
IMPACTO,59.0
RJ,59.0
CONDICOES,59.0
TENDENCIA,59.0
BARRA,59.0
FERNANDO,59.0
FUNCIONAMENTO,58.0
VIOLENCIA,58.0
ACONTECE,58.0
EDUARDO,58.0
PRODUTOS,58.0
B,58.0
FISCALIZACAO,58.0
LIVRO,58.0
TEATRO,58.0
TRANSPORTE,58.0
DOM,58.0
COMITE,58.0
LISTA,58.0
MAL,57.0
PRATICA,57.0
LEGENDA,57.0
ISOLADOS,57.0
ONTEM,57.0
IMUNIDADE,57.0
POS,57.0
HEIGHT,57.0
DEMAIS,57.0
PAGAMENTO,57.0
CEREBRO,57.0
RAZAO,56.0
RENDA,56.0
AMIGOS,56.0
PROPOSTA,56.0
SINDROME,56.0
CAMARA,56.0
CELULAS,56.0
PORTA,56.0
PODERA,56.0
INVESTIGACAO,56.0
SEGUIR,56.0
CONFIRMADOS,56.0
CONSELHO,56.0
BAIRROS,55.0
INCLUINDO,55.0
ASTRAZENECA,55.0
JOVENS,55.0
RESSALTA,55.0
IDADE,55.0
FUTURO,55.0
CONTAMINACAO,55.0
MORTOS,54.0
REALIZADO,54.0
VARIOS,54.0
CIVIL,54.0
RECURSOS,54.0
FUNDAMENTAL,54.0
CENTROS,54.0
QUEIMADAS,54.0
COMISSAO,54.0
PRESENCIAIS,54.0
RECEBERAM,54.0
MEUS,54.0
DIFICULDADE,54.0
MIM,54.0
PROCEDIMENTO,54.0
TWITTER,54.0
AVALIACAO,54.0
VEICULOS,53.0
TRATA,53.0
EFEITO,53.0
PROFESSORA,53.0
ULTIMAS,53.0
X,53.0
PESQUISAS,53.0
PARANA,53.0
VOLTOU,53.0
ATENDER,53.0
DATA,53.0
COMUNICADO,53.0
ENSINO,53.0
PRESOS,53.0
YORK,53.0
CLINICOS,53.0
REFERENCIA,52.0
ATIVIDADE,52.0
ORGAO,52.0
ENTENDER,52.0
VERDADE,52.0
ROTINA,52.0
COISAS,52.0
CRUZ,52.0
MAMA,52.0
GESTAO,52.0
LIVRE,52.0
INFECTOLOGISTA,52.0
POUCOS,52.0
RESPEITO,52.0
ANTERIORES,52.0
ECONOMICA,52.0
BAIXA,52.0
RUAS,52.0
MUDANCA,52.0
PROXIMA,52.0
RECEITA,51.0
OESTE,51.0
DESSES,51.0
POLITICAS,51.0
TELEFONE,51.0
QUEIROZ,51.0
IMPORTANCIA,51.0
PRAIA,51.0
FORTE,51.0
AMERICANA,51.0
EVENTOS,51.0
CORACAO,51.0
GEL,51.0
REGISTRADOS,51.0
FUX,51.0
INDIOS,51.0
PRESENCA,51.0
SANITARIAS,51.0
CLINICA,51.0
PROTEGER,51.0
REGISTRO,50.0
MATERIAL,50.0
LOS,50.0
GARANTIR,50.0
ADVOGADO,50.0
PASSA,50.0
PRECISAMOS,50.0
TRANSTORNO,50.0
NITEROI,50.0
FUNCAO,50.0
CONTRATO,50.0
PODEMOS,50.0
ZIKA,50.0
RESULTADOS,50.0
CHAMADO,50.0
CAMPO,50.0
REACAO,50.0
ESPECIALISTA,50.0
LEVANTAMENTO,50.0
ITEM,50.0
CARLOS,49.0
SANTA,49.0
WHATSAPP,49.0
EXISTEM,49.0
CRIME,49.0
MATO,49.0
VALE,49.0
POSTOS,49.0
PROFESSORES,49.0
NIVEL,49.0
BAIXO,49.0
PSIQUIATRA,49.0
ROBERTO,49.0
BANCO,49.0
PODERAO,49.0
PASSADA,49.0
IDEIA,49.0
CUIDADO,48.0
TIJUCA,48.0
TEMPOS,48.0
RESTAURANTES,48.0
MINISTROS,48.0
ON,48.0
FECHADOS,48.0
SERVIDORES,48.0
TERCEIRA,48.0
APRESENTAR,48.0
FAMILY,48.0
ATRAS,48.0
FILHA,48.0
DIFERENTE,48.0
REINO,48.0
SAB,48.0
VITIMA,48.0
ITALIA,47.0
ESPACOS,47.0
REALIDADE,47.0
PARCERIA,47.0
MARIA,47.0
PUBLICAS,47.0
JOGOS,47.0
BAHIA,47.0
REPUBLICA,47.0
REDUZIR,47.0
AVANCO,47.0
CAUSAR,47.0
SERIF,47.0
REALIZAR,47.0
HABITANTES,47.0
INTERNACAO,47.0
PRIMEIROS,47.0
DEFICIENCIA,47.0
TEMPERATURA,47.0
TECNOLOGIA,46.0
TEMA,46.0
FISICA,46.0
BOLETIM,46.0
CHICUNGUNHA,46.0
COMECO,46.0
ORGAOS,46.0
PROXIMOS,46.0
DETERMINA,46.0
JORNAL,46.0
CRESCIMENTO,46.0
CLINICAS,46.0
AMERICANO,46.0
FUTEBOL,46.0
INSTAGRAM,46.0
FESTA,46.0
SETOR,46.0
COBERTURA,46.0
MORADORES,46.0
ACHO,46.0
ACOMPANHAMENTO,46.0
RECOMENDACAO,46.0
COMPARTILHADA,46.0
ORIENTACOES,46.0
BUSCAR,46.0
COMPLETA,46.0
CONTRIBUINTE,46.0
NORMAL,46.0
CARGO,46.0
SENTIDO,46.0
UNIDO,46.0
GROSSO,46.0
NOSSOS,45.0
RECENTE,45.0
TRUMP,45.0
PARTICIPANTES,45.0
TERA,45.0
ADULTOS,45.0
SANGUE,45.0
ARIAL,45.0
PERICIA,45.0
TRATAR,45.0
ORIENTACAO,45.0
QUESTOES,45.0
SANS,45.0
SIZE,45.0
HELVETICA,45.0
COMUNS,45.0
AFIRMAM,45.0
LUGARES,44.0
BUSCA,44.0
APLICATIVO,44.0
PRESSAO,44.0
LEVA,44.0
INTERINO,44.0
ROSTO,44.0
VIRTUAL,44.0
PERITOS,44.0
COMECA,44.0
COMECAR,44.0
POLITICO,44.0
CARRO,44.0
REMEDIO,44.0
UNICA,44.0
PARECE,44.0
SEGUINTE,44.0
DUPLANTIS,44.0
EUROPA,44.0
DEPUTADO,44.0
DIRETORA,44.0
FUNCIONAR,44.0
US,44.0
ASSESSORIA,44.0
CINEMA,44.0
GUIA,44.0
DIVERSAS,43.0
ARTIGO,43.0
VIDAS,43.0
MILITAR,43.0
AEDES,43.0
DESENVOLVER,43.0
MUDANCAS,43.0
COMPRA,43.0
MORRERAM,43.0
PRIVADA,43.0
DEVERIA,43.0
LEBLON,43.0
ONDA,43.0
BANHO,43.0
REABRIR,43.0
DEBATE,43.0
ARTE,43.0
BOCA,43.0
MOSQUITO,42.0
FECHADO,42.0
ATUALMENTE,42.0
CONHECIDO,42.0
MUNICIPAIS,42.0
LINHA,42.0
CENTRAL,42.0
COMERCIO,42.0
AMAZONIA,42.0
EVIDENCIAS,42.0
METADE,42.0
PEDRO,42.0
RESPONSABILIDADE,42.0
PREVE,42.0
FATORES,42.0
FOCO,42.0
DISPONIVEL,42.0
MESAS,42.0
GUARDA,42.0
POSSAM,42.0
AUXILIO,42.0
ABORTO,42.0
INDIGENAS,42.0
GLOBAL,41.0
SUPREMO,41.0
MORREU,41.0
PANTANAL,41.0
DIARIO,41.0
SURTO,41.0
CHEGA,41.0
MOSTRAM,41.0
MENINA,41.0
NAVALNY,41.0
OCUPACAO,41.0
EMERGENCIAL,41.0
ASSUNTO,41.0
QUALIDADE,41.0
REAL,41.0
CHAMADA,41.0
CEDO,41.0
ALVO,41.0
REUNIAO,41.0
FILME,41.0
LEMBRA,41.0
INTERNADO,41.0
FAMILIARES,41.0
JOGO,41.0
NARIZ,41.0
ADOLESCENTES,41.0
CIRCULAM,41.0
PESSOAL,41.0
DEPARTAMENTO,40.0
FLUMINENSE,40.0
ACONTECER,40.0
JOAO,40.0
C,40.0
RODRIGO,40.0
MOSTROU,40.0
CONSEGUIR,40.0
ACOMPANHA,40.0
CIENTIFICO,40.0
PARTICIPACAO,40.0
CONSIDERADO,40.0
ESTADUAIS,40.0
PRESO,40.0
PASSAGEIROS,40.0
UNICO,40.0
NIVEIS,40.0
QUARTO,40.0
BENEFICIOS,40.0
PRIMEIRAS,40.0
ESCREVEU,39.0
NOSSAS,39.0
ELEICOES,39.0
INICIATIVA,39.0
ALGUEM,39.0
COMPARACAO,39.0
JOVEM,39.0
DIVULGADO,39.0
DEMANDA,39.0
DIZENDO,39.0
MOVEL,39.0
COMUNICACAO,39.0
ESPECIALMENTE,39.0
FIZERAM,39.0
SALA,39.0
SP,39.0
MOTIVO,39.0
EDMAR,39.0
SABEMOS,39.0
PARECER,39.0
MENORES,39.0
DECORRENCIA,39.0
REMEDIOS,39.0
CONFIRA,39.0
GOTICULAS,39.0
IDENTIFICAR,39.0
PERDA,39.0
PROJETOS,39.0
SENSACAO,39.0
OPERACAO,39.0
PUBLICADA,39.0
TECIDO,39.0
TENHAM,39.0
AUMENTAR,39.0
INSTITUICAO,39.0
ETAPA,38.0
EFICAZ,38.0
ESQUEMA,38.0
PRESENCIAL,38.0
MAO,38.0
FLAMENGO,38.0
RECOMENDACOES,38.0
INFORMA,38.0
LEGAL,38.0
OCORRER,38.0
CAMINHO,38.0
CULTURAL,38.0
PARTIDA,38.0
MUSICA,38.0
PRESIDENCIA,38.0
OBRIGATORIO,38.0
PLANOS,38.0
EXPERIENCIA,38.0
MEDICAMENTO,38.0
INTERIOR,38.0
MP,38.0
OF,38.0
CIENTIFICA,38.0
METRO,38.0
FLEXIBILIZACAO,38.0
SITUACOES,38.0
MORTALIDADE,38.0
PRISAO,38.0
CONTRARIO,38.0
GOVERNOS,37.0
CIRCULACAO,37.0
COLOCAR,37.0
PARQUES,37.0
QUERIA,37.0
IDEAL,37.0
CONTRATOS,37.0
ESTIVER,37.0
EXPOSICAO,37.0
TRABALHADORES,37.0
TERRITORIO,37.0
BUTANTAN,37.0
COMBATER,37.0
ESTRUTURA,37.0
GUERRA,37.0
FILA,37.0
ALERTAM,37.0
FORCAS,37.0
VIAGEM,37.0
MILHARES,37.0
TEXT,37.0
RECENTEMENTE,37.0
TRAZ,37.0
POSSE,37.0
PARTIDO,37.0
SI,37.0
CUMPRIMENTO,37.0
AMERICA,36.0
WIDTH,36.0
ARTICLE,36.0
MAIA,36.0
POSSIVEIS,36.0
CONFINAMENTO,36.0
RUSSIA,36.0
CORTE,36.0
FATOR,36.0
ESPANHA,36.0
USUARIOS,36.0
QUEREM,36.0
SEGURO,36.0
CARTA,36.0
TEREM,36.0
ESTRESSE,36.0
IN,36.0
MILITARES,36.0
CINEMAS,36.0
PLASMA,36.0
ALIMENTOS,36.0
POSSO,36.0
JOSE,36.0
NORMAS,36.0
NEGRO,36.0
CONCLUSAO,36.0
FEDERAIS,36.0
ATUACAO,36.0
ABRIR,36.0
BLOCK,36.0
PROCURA,35.0
DISCURSO,35.0
AIPSTYLE,35.0
RESPIRATORIOS,35.0
DIRETRIZ,35.0
LIDAR,35.0
SUSPEITA,35.0
TECNICOS,35.0
COORDENADOR,35.0
MOMENTOS,35.0
COMPRAR,35.0
TIVE,35.0
ACREDITA,35.0
COSTA,35.0
FRANCA,35.0
ANTONIO,35.0
USA,35.0
COLOR,35.0
GERAIS,35.0
FICAM,35.0
DUVIDAS,35.0
SURTOS,35.0
VIU,35.0
PESO,35.0
CASAS,35.0
DEIXA,35.0
ALIGN,35.0
DEMOCRACIA,35.0
SIMPLES,35.0
COLEGAS,35.0
PNEUMONIA,35.0
DIABETES,35.0
NORMALMENTE,34.0
INTERNADOS,34.0
CONSULTAS,34.0
INSTITUICOES,34.0
MAR,34.0
VENDA,34.0
CHANCES,34.0
PICO,34.0
DEIXOU,34.0
CONSORCIO,34.0
NATURAL,34.0
DESSAS,34.0
TROCA,34.0
MEDICAS,34.0
CONTINUAM,34.0
DOENTES,34.0
DESAFIO,34.0
CARREIRA,34.0
PANICO,34.0
OCORRE,34.0
REALMENTE,34.0
COPACABANA,34.0
TOM,34.0
POLICIAL,34.0
OBRAS,34.0
CONTINUAR,34.0
CONTRARIANDO,34.0
BASTANTE,34.0
NOTICIA,34.0
DIVERSOS,34.0
FOGO,34.0
CARIOCA,34.0
SEI,34.0
HISTORICO,34.0
VIRAL,34.0
PROCURAR,33.0
DORES,33.0
DOSE,33.0
SABIA,33.0
MELHORAR,33.0
ESTRATEGIA,33.0
FALANDO,33.0
RECUPERACAO,33.0
TIPOS,33.0
IMUNIZANTE,33.0
ACOMPANHAR,33.0
LUTA,33.0
MULTA,33.0
CRIACAO,33.0
META,33.0
PESQUISADOR,33.0
VIVO,33.0
MINIMO,33.0
BAIRRO,33.0
CERTO,33.0
EXECUTIVO,33.0
HORARIO,33.0
RACISMO,33.0
DEPUTADA,33.0
OPERACIONAL,33.0
COMPORTAMENTO,33.0
APROVACAO,33.0
DISPONIVEIS,33.0
TORNOU,33.0
HAVER,33.0
TERAPIA,33.0
CLINICO,33.0
JORGE,33.0
CRIAR,33.0
DIAGNOSTICADO,33.0
AGRAVAMENTO,32.0
FAMILIAS,32.0
MATA,32.0
ABERTO,32.0
VIA,32.0
OURO,32.0
AUMENTA,32.0
PROCESSOS,32.0
CURSO,32.0
PROPAGACAO,32.0
COMUNIDADE,32.0
REVELOU,32.0
POTENCIAL,32.0
MINAS,32.0
PEQUENO,32.0
RESPONSAVEIS,32.0
PORTANTO,32.0
SEX,32.0
SAIU,32.0
DECIDIU,32.0
AND,32.0
PRESENTES,32.0
CONSEGUIU,32.0
SAIDA,32.0
REGIONAL,32.0
TIRAR,32.0
AMEACA,32.0
INFECTADAS,32.0
PELE,32.0
SOL,32.0
CHAMA,32.0
USANDO,32.0
REGISTRA,32.0
MARIDO,32.0
VOZ,32.0
ONIBUS,32.0
AMBIENTES,32.0
DISSERAM,32.0
RESPOSTAS,32.0
PARTICULAS,32.0
ESSENCIAIS,32.0
CLIENTES,32.0
CAIXA,32.0
FRANCISCO,32.0
TRABALHANDO,32.0
ORGANISMO,32.0
INTERNACOES,31.0
MUDAR,31.0
PRESENTE,31.0
PEDE,31.0
ARMAND,31.0
CONSUMO,31.0
ENFRENTAR,31.0
AFASTAMENTO,31.0
PIOR,31.0
LIDER,31.0
LEVE,31.0
SERIAM,31.0
LHE,31.0
AREIA,31.0
SEGURA,31.0
DADO,31.0
DEUS,31.0
INDIVIDUAL,31.0
MEIA,31.0
SINAIS,31.0
SUBSECRETARIA,31.0
ATO,31.0
USP,31.0
RETOMAR,31.0
LOTE,31.0
ESPIRRO,31.0
TECNICO,31.0
POVOS,31.0
CERIMONIA,31.0
CONSEQUENCIAS,31.0
CONTOU,31.0
MODELO,31.0
OPINIAO,31.0
CUSTO,30.0
FUMACA,30.0
PROTESTOS,30.0
GENERAL,30.0
BOAS,30.0
SUCESSO,30.0
DORIA,30.0
MARCA,30.0
OFERECE,30.0
FACIAL,30.0
CAIU,30.0
NESSES,30.0
PROTOCOLO,30.0
CEM,30.0
FOTOS,30.0
FIQUEI,30.0
VISITANTES,30.0
IMPORTANTES,30.0
NOVAMENTE,30.0
TENTATIVA,30.0
NEYMAR,30.0
REGISTROS,30.0
COMECARAM,30.0
ESPERAR,30.0
PE,30.0
ORDEM,30.0
DEPUTADOS,30.0
WILSON,30.0
LEFT,30.0
PRECISOU,30.0
SECULO,30.0
GUARDIOES,30.0
LIVE,30.0
MODERNA,30.0
PCR,30.0
VE,30.0
RAPIDAMENTE,30.0
LATINA,30.0
ADMINISTRACAO,29.0
FARMACEUTICA,29.0
BEBE,29.0
PENSAR,29.0
PROVAVEL,29.0
ESTABELECIMENTO,29.0
RELATOS,29.0
DONA,29.0
DEFENDE,29.0
BOTAFOGO,29.0
TERAO,29.0
PERMITE,29.0
INDIA,29.0
LAS,29.0
PROVAVELMENTE,29.0
PLATAFORMA,29.0
RAPIDO,29.0
HAJA,29.0
SALAS,29.0
RECORDE,29.0
ESCOLHA,29.0
MOSTRAR,29.0
AGUDA,29.0
PDT,29.0
ANA,29.0
INFO,29.0
VIVE,29.0
ABERTA,29.0
GOIAS,29.0
IMPEDIR,29.0
EDICAO,29.0
CONCENTRACAO,29.0
CHUVA,29.0
SARAMPO,29.0
ART,29.0
CONVERSA,29.0
BARREIRA,29.0
FORMADO,29.0
EXPECTATIVA,29.0
OLIVEIRA,29.0
RODRIGUES,29.0
MEDIO,29.0
RESPECTIVAMENTE,29.0
PAULISTA,29.0
PARTICULAR,29.0
PRODUTO,29.0
INDICE,29.0
ELEITORAL,29.0
MAXIMO,28.0
PODERIAM,28.0
CAUSADA,28.0
ESPETACULO,28.0
VITORIA,28.0
INSUFICIENCIA,28.0
METROS,28.0
ENFRENTAMENTO,28.0
INFECTADO,28.0
NECESSARIOS,28.0
VISTO,28.0
ACONTECENDO,28.0
ANIMAIS,28.0
AVALIA,28.0
POSSA,28.0
PALACIO,28.0
MOSQUITOS,28.0
JARDIM,28.0
PRESIDIOS,28.0
DIRETAMENTE,28.0
FACEBOOK,28.0
PRACA,28.0
SIGNIFICA,28.0
ESTARIA,28.0
RUSSO,28.0
TAL,28.0
VITAMINA,28.0
COMPLICACOES,28.0
TURISMO,28.0
CRITICA,28.0
VICE,28.0
CAPAZ,28.0
AUMENTOU,28.0
FECHAMENTO,28.0
GERACAO,28.0
SALARIO,28.0
F,28.0
SILVA,28.0
BR,28.0
LEVES,28.0
CHANCE,28.0
AMBOS,28.0
OCORRENCIA,28.0
LOCKDOWN,28.0
DECISOES,28.0
ENCONTRAR,28.0
QUERO,28.0
RELACIONADOS,28.0
URGENCIA,28.0
PERTO,28.0
FAIXA,28.0
FACIL,27.0
SESSAO,27.0
AQUELES,27.0
OCASIAO,27.0
NAQUELE,27.0
FACA,27.0
LEMBRAR,27.0
QUADROS,27.0
BENEFICIO,27.0
DIFERENCA,27.0
ALERJ,27.0
BRITANICA,27.0
SEQUELAS,27.0
ATAQUE,27.0
JUSTAMENTE,27.0
FARMACIAS,27.0
SISTEMAS,27.0
ADELIO,27.0
PAGINA,27.0
SEMELHANTE,27.0
ALDEIA,27.0
DENUNCIAS,27.0
AUTOR,27.0
VERDE,27.0
PAGAR,27.0
IMPOSTO,27.0
PARTICIPAR,27.0
MANTEM,27.0
DUVIDA,27.0
PARIS,27.0
ASSISTENCIA,27.0
CONCLUIU,27.0
PARTICULARES,27.0
PRODUZIR,27.0
RECOMENDA,27.0
MORRER,27.0
